DID;DID_SIZE;Read;Write;Variable
8038;4;True;True;[{'DID_VAR_NAME': 'Vxx_kwh_chg_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8038_Vxx_kwh_chg_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox2_A/DataServices_Vxx_kwh_chg_mem'}]
8039;128;True;True;[{'DID_VAR_NAME': 'Vxt_mssn_dist_batsysttmp_bgin_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8039_Vxt_mssn_dist_batsysttmp_bgin_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox2_A/DataServices_Vxt_mssn_dist_batsysttmp_bgin_mem'}]
803A;128;True;True;[{'DID_VAR_NAME': 'Vxt_mssn_dist_batsysttmp_end_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_803A_Vxt_mssn_dist_batsysttmp_end_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox2_A/DataServices_Vxt_mssn_dist_batsysttmp_end_mem'}]
803B;32;True;True;[{'DID_VAR_NAME': 'Vnt_mssn_mod_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_803B_Vnt_mssn_mod_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox2_A/DataServices_Vnt_mssn_mod_mem'}]
803C;32;True;True;[{'DID_VAR_NAME': 'Vxt_mssn_temp_bgin_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_803C_Vxt_mssn_temp_bgin_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox2_A/DataServices_Vxt_mssn_temp_bgin_mem'}]
803D;32;True;True;[{'DID_VAR_NAME': 'Vxt_mssn_temp_end_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_803D_Vxt_mssn_temp_end_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox2_A/DataServices_Vxt_mssn_temp_end_mem'}]
803E;2;True;True;[{'DID_VAR_NAME': 'Vnx_full_chg_ctr_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_803E_Vnx_full_chg_ctr_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox2_A/DataServices_Vnx_full_chg_ctr_mem'}]
803F;32;True;True;[{'DID_VAR_NAME': 'Vxt_mssn_usoc_bgin_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_803F_Vxt_mssn_usoc_bgin_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox2_A/DataServices_Vxt_mssn_usoc_bgin_mem'}]
8041;2;True;False;[{'DID_VAR_NAME': 'Vxx_accumcrt_dly_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8041_Vxx_accumcrt_dly_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_accumcrt_dly_mem'}]
8042;2;True;False;[{'DID_VAR_NAME': 'Vxx_accumcrt_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8042_Vxx_accumcrt_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_accumcrt_mem'}]
8043;32;True;True;[{'DID_VAR_NAME': 'Vxt_mssn_usoc_end_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8043_Vxt_mssn_usoc_end_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxt_mssn_usoc_end_mem'}]
8044;2;True;False;[{'DID_VAR_NAME': 'Vxx_abso_accumcrt_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8044_Vxx_abso_accumcrt_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_abso_accumcrt_mem'}]
8045;8;True;True;[{'DID_VAR_NAME': 'Vbt_bms1smod1_asl_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8045_Vbt_bms1smod1_asl_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vbt_bms1smod1_asl_mem'}]
8046;2;True;True;[{'DID_VAR_NAME': 'Vxx_cell_v_avg_100_ms_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8046_Vxx_cell_v_avg_100_ms_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_avg_100_ms_mem'}]
8047;1;True;False;[{'DID_VAR_NAME': 'Vnx_capa_algo_ctr_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8047_Vnx_capa_algo_ctr_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vnx_capa_algo_ctr_mem'}]
8048;576;True;True;[{'DID_VAR_NAME': 'Vxt_soc_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8048_Vxt_soc_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxt_soc_mem'}]
8049;2;True;False;[{'DID_VAR_NAME': 'Vxx_bsoc_avg_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8049_Vxx_bsoc_avg_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_bsoc_avg_mem'}]
804A;40;True;True;[{'DID_VAR_NAME': 'Vxt_hvbathealth_avg_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_804A_Vxt_hvbathealth_avg_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxt_hvbathealth_avg_mem'}]
804B;2;True;True;[{'DID_VAR_NAME': 'Vxx_ah_dchg_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_804B_Vxx_ah_dchg_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_ah_dchg_mem'}]
804C;4;True;False;[{'DID_VAR_NAME': 'Vxx_bal_chg_total_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_804C_Vxx_bal_chg_total_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_bal_chg_total_mem'}]
804D;4;True;False;[{'DID_VAR_NAME': 'Vxx_bal_t_total_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_804D_Vxx_bal_t_total_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_bal_t_total_mem'}]
804E;50;True;True;[{'DID_VAR_NAME': 'Vnt_park_mtrx_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_804E_Vnt_park_mtrx_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vnt_park_mtrx_mem'}]
804F;50;True;True;[{'DID_VAR_NAME': 'Vnt_v2x_mtrx_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_804F_Vnt_v2x_mtrx_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vnt_v2x_mtrx_mem'}]
8050;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_1_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8050_Vxx_cell_v_1_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_1_out'}]
8051;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_2_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8051_Vxx_cell_v_2_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_2_out'}]
8052;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_3_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8052_Vxx_cell_v_3_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_3_out'}]
8053;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_4_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8053_Vxx_cell_v_4_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_4_out'}]
8054;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_5_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8054_Vxx_cell_v_5_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_5_out'}]
8055;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_6_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8055_Vxx_cell_v_6_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_6_out'}]
8056;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_7_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8056_Vxx_cell_v_7_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_7_out'}]
8057;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_8_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8057_Vxx_cell_v_8_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_8_out'}]
8058;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_9_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8058_Vxx_cell_v_9_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_9_out'}]
8059;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_10_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8059_Vxx_cell_v_10_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_10_out'}]
805A;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_11_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_805A_Vxx_cell_v_11_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_11_out'}]
805B;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_12_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_805B_Vxx_cell_v_12_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_12_out'}]
805C;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_13_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_805C_Vxx_cell_v_13_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_13_out'}]
805D;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_14_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_805D_Vxx_cell_v_14_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_14_out'}]
805E;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_15_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_805E_Vxx_cell_v_15_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_15_out'}]
805F;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_16_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_805F_Vxx_cell_v_16_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox3_A/DataServices_Vxx_cell_v_16_out'}]
8061;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_17_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8061_Vxx_cell_v_17_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_17_out'}]
8062;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_18_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8062_Vxx_cell_v_18_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_18_out'}]
8063;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_19_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8063_Vxx_cell_v_19_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_19_out'}]
8064;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_20_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8064_Vxx_cell_v_20_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_20_out'}]
8065;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_21_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8065_Vxx_cell_v_21_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_21_out'}]
8066;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_22_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8066_Vxx_cell_v_22_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_22_out'}]
8067;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_23_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8067_Vxx_cell_v_23_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_23_out'}]
8068;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_24_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8068_Vxx_cell_v_24_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_24_out'}]
8069;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_25_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8069_Vxx_cell_v_25_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_25_out'}]
806A;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_26_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_806A_Vxx_cell_v_26_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_26_out'}]
806B;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_27_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_806B_Vxx_cell_v_27_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_27_out'}]
806C;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_28_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_806C_Vxx_cell_v_28_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_28_out'}]
806D;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_29_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_806D_Vxx_cell_v_29_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_29_out'}]
806E;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_30_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_806E_Vxx_cell_v_30_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_30_out'}]
806F;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_31_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_806F_Vxx_cell_v_31_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_31_out'}]
8070;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_32_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8070_Vxx_cell_v_32_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_32_out'}]
8071;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_33_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8071_Vxx_cell_v_33_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_33_out'}]
8072;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_34_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8072_Vxx_cell_v_34_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_34_out'}]
8073;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_35_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8073_Vxx_cell_v_35_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_35_out'}]
8074;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_36_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8074_Vxx_cell_v_36_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_36_out'}]
8075;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_37_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8075_Vxx_cell_v_37_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_37_out'}]
8076;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_38_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8076_Vxx_cell_v_38_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_38_out'}]
8077;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_39_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8077_Vxx_cell_v_39_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_39_out'}]
8078;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_40_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8078_Vxx_cell_v_40_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_40_out'}]
8079;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_41_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8079_Vxx_cell_v_41_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_41_out'}]
807A;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_42_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_807A_Vxx_cell_v_42_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_42_out'}]
807B;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_43_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_807B_Vxx_cell_v_43_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_43_out'}]
807C;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_44_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_807C_Vxx_cell_v_44_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_44_out'}]
807D;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_45_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_807D_Vxx_cell_v_45_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox4_A/DataServices_Vxx_cell_v_45_out'}]
